Flight ID,Flight Date,Airline,Flight Number,Departure Airport,Arrival Airport,Scheduled Departure Time,Actual Departure Time,Departure Delay (Minutes),Scheduled Arrival Time,Actual Arrival Time,Arrival Delay (Minutes),Passenger Count,Terminal,Gate Number,Flight Status
909523,1/7/2024,American Airlines,EM411,ATL,SYD,1/7/2024 10:00,1/7/2024 10:10,47,1/7/2024 14:00,1/7/2024 14:15,129,315,Terminal 4,G46,On Time
933311,1/7/2024,Lufthansa,DE841,JFK,CDG,1/7/2024 11:00,1/7/2024 11:10,83,1/7/2024 15:00,1/7/2024 15:15,89,71,Terminal 4,G45,Delayed
440777,1/7/2024,Lufthansa,AM798,JFK,HND,1/7/2024 12:00,1/7/2024 12:10,44,1/7/2024 16:00,1/7/2024 16:15,123,251,Terminal 1,G23,Cancelled
178654,1/7/2024,Emirates,AM781,DFW,SYD,1/7/2024 13:00,1/7/2024 13:10,85,1/7/2024 17:00,1/7/2024 17:15,52,386,Terminal 2,G34,Cancelled
430802,1/7/2024,Lufthansa,EM618,DFW,CDG,1/7/2024 14:00,1/7/2024 14:10,101,1/7/2024 18:00,1/7/2024 18:15,77,55,Terminal 5,G50,On Time
360396,1/7/2024,American Airlines,DE108,JFK,SYD,1/7/2024 15:00,1/7/2024 15:10,56,1/7/2024 19:00,1/7/2024 19:15,138,175,Terminal 4,G1,Delayed
371278,1/7/2024,Lufthansa,UN391,ORD,CDG,1/7/2024 16:00,1/7/2024 16:10,86,1/7/2024 20:00,1/7/2024 20:15,151,259,Terminal 1,G2,Delayed
793520,1/7/2024,Emirates,EM269,ATL,LHR,1/7/2024 17:00,1/7/2024 17:10,48,1/7/2024 21:00,1/7/2024 21:15,139,177,Terminal 1,G38,Delayed
832662,1/7/2024,Emirates,EM434,ORD,LHR,1/7/2024 18:00,1/7/2024 18:10,56,1/7/2024 22:00,1/7/2024 22:15,177,136,Terminal 5,G40,Delayed
617789,1/7/2024,Emirates,AM816,LAX,HND,1/7/2024 19:00,1/7/2024 19:10,-5,1/7/2024 23:00,1/7/2024 23:15,29,168,Terminal 3,G38,On Time
398272,1/7/2024,Emirates,UN494,LAX,DXB,1/7/2024 20:00,1/7/2024 20:10,75,1/8/2024 0:00,1/8/2024 0:15,69,400,Terminal 5,G33,Cancelled
311748,1/7/2024,Delta,AM430,LAX,CDG,1/7/2024 21:00,1/7/2024 21:10,-2,1/8/2024 1:00,1/8/2024 1:15,156,239,Terminal 2,G28,Cancelled
727527,1/7/2024,American Airlines,EM541,ORD,CDG,1/7/2024 22:00,1/7/2024 22:10,15,1/8/2024 2:00,1/8/2024 2:15,9,112,Terminal 5,G28,Cancelled
243266,1/7/2024,Emirates,DE378,ORD,DXB,1/7/2024 23:00,1/7/2024 23:10,56,1/8/2024 3:00,1/8/2024 3:15,72,331,Terminal 4,G44,Delayed
620585,1/7/2024,United Airlines,EM203,DFW,LHR,1/8/2024 0:00,1/8/2024 0:10,56,1/8/2024 4:00,1/8/2024 4:15,130,216,Terminal 1,G45,Delayed
101089,1/7/2024,United Airlines,AM779,JFK,SYD,1/8/2024 1:00,1/8/2024 1:10,56,1/8/2024 5:00,1/8/2024 5:15,56,137,Terminal 3,G37,On Time
643288,1/7/2024,United Airlines,UN655,JFK,CDG,1/8/2024 2:00,1/8/2024 2:10,23,1/8/2024 6:00,1/8/2024 6:15,98,124,Terminal 3,G11,Delayed
209737,1/7/2024,American Airlines,LU162,JFK,CDG,1/8/2024 3:00,1/8/2024 3:10,17,1/8/2024 7:00,1/8/2024 7:15,144,354,Terminal 2,G45,On Time
279076,1/7/2024,United Airlines,DE960,ORD,LHR,1/8/2024 4:00,1/8/2024 4:10,81,1/8/2024 8:00,1/8/2024 8:15,167,387,Terminal 5,G18,On Time
159476,1/7/2024,Lufthansa,DE726,DFW,CDG,1/8/2024 5:00,1/8/2024 5:10,28,1/8/2024 9:00,1/8/2024 9:15,10,95,Terminal 4,G42,On Time
580451,1/8/2024,Emirates,AM777,ATL,SYD,1/8/2024 6:00,1/8/2024 6:10,43,1/8/2024 10:00,1/8/2024 10:15,110,268,Terminal 5,G21,Delayed
672197,1/8/2024,United Airlines,AM224,JFK,LHR,1/8/2024 7:00,1/8/2024 7:10,107,1/8/2024 11:00,1/8/2024 11:15,159,231,Terminal 4,G45,Delayed
146939,1/8/2024,Emirates,EM249,LAX,SYD,1/8/2024 8:00,1/8/2024 8:10,109,1/8/2024 12:00,1/8/2024 12:15,118,254,Terminal 4,G2,Delayed
899594,1/8/2024,Emirates,UN361,ATL,LHR,1/8/2024 9:00,1/8/2024 9:10,26,1/8/2024 13:00,1/8/2024 13:15,76,97,Terminal 1,G21,On Time
966605,1/8/2024,American Airlines,DE608,DFW,CDG,1/8/2024 10:00,1/8/2024 10:10,87,1/8/2024 14:00,1/8/2024 14:15,125,152,Terminal 2,G5,Delayed
849948,1/8/2024,Lufthansa,LU212,LAX,DXB,1/8/2024 11:00,1/8/2024 11:10,56,1/8/2024 15:00,1/8/2024 15:15,56,81,Terminal 5,G18,Delayed
127021,1/8/2024,Emirates,DE198,ORD,HND,1/8/2024 12:00,1/8/2024 12:10,60,1/8/2024 16:00,1/8/2024 16:15,134,275,Terminal 4,G40,Delayed
317567,1/8/2024,American Airlines,EM627,LAX,CDG,1/8/2024 13:00,1/8/2024 13:10,70,1/8/2024 17:00,1/8/2024 17:15,107,173,Terminal 4,G2,Cancelled
616506,1/8/2024,American Airlines,AM261,DFW,LHR,1/8/2024 14:00,1/8/2024 14:10,75,1/8/2024 18:00,1/8/2024 18:15,147,367,Terminal 4,G20,Cancelled
665993,1/8/2024,Delta,EM868,JFK,DXB,1/8/2024 15:00,1/8/2024 15:10,56,1/8/2024 19:00,1/8/2024 19:15,22,313,Terminal 4,G33,Delayed
193320,1/8/2024,United Airlines,DE713,ORD,HND,1/8/2024 16:00,1/8/2024 16:10,11,1/8/2024 20:00,1/8/2024 20:15,56,274,Terminal 2,G49,Delayed
997839,1/8/2024,Emirates,LU867,DFW,SYD,1/8/2024 17:00,1/8/2024 17:10,116,1/8/2024 21:00,1/8/2024 21:15,149,90,Terminal 1,G30,Delayed
102235,1/8/2024,Lufthansa,EM875,ATL,DXB,1/8/2024 18:00,1/8/2024 18:10,42,1/8/2024 22:00,1/8/2024 22:15,168,381,Terminal 2,G48,Cancelled
221295,1/8/2024,Delta,AM793,LAX,SYD,1/8/2024 19:00,1/8/2024 19:10,66,1/8/2024 23:00,1/8/2024 23:15,35,393,Terminal 3,G15,Delayed
103207,1/8/2024,Emirates,LU932,LAX,SYD,1/8/2024 20:00,1/8/2024 20:10,88,1/9/2024 0:00,1/9/2024 0:15,100,198,Terminal 3,G23,On Time
361177,1/8/2024,Emirates,DE234,LAX,CDG,1/8/2024 21:00,1/8/2024 21:10,35,1/9/2024 1:00,1/9/2024 1:15,160,311,Terminal 3,G47,Cancelled
764810,1/8/2024,Emirates,DE497,DFW,CDG,1/8/2024 22:00,1/8/2024 22:10,75,1/9/2024 2:00,1/9/2024 2:15,139,198,Terminal 4,G39,Cancelled
250268,1/8/2024,Lufthansa,LU831,LAX,CDG,1/8/2024 23:00,1/8/2024 23:10,24,1/9/2024 3:00,1/9/2024 3:15,34,398,Terminal 1,G32,Delayed
941171,1/8/2024,Lufthansa,UN405,ATL,SYD,1/9/2024 0:00,1/9/2024 0:10,105,1/9/2024 4:00,1/9/2024 4:15,38,214,Terminal 3,G24,On Time
105790,1/8/2024,Emirates,UN190,LAX,SYD,1/9/2024 1:00,1/9/2024 1:10,68,1/9/2024 5:00,1/9/2024 5:15,22,188,Terminal 2,G18,Delayed
627200,1/8/2024,United Airlines,DE101,DFW,HND,1/9/2024 2:00,1/9/2024 2:10,102,1/9/2024 6:00,1/9/2024 6:15,56,207,Terminal 1,G15,Delayed
259620,1/8/2024,American Airlines,DE165,ATL,LHR,1/9/2024 3:00,1/9/2024 3:10,73,1/9/2024 7:00,1/9/2024 7:15,56,151,Terminal 3,G19,Delayed
988223,1/8/2024,United Airlines,AM826,JFK,HND,1/9/2024 4:00,1/9/2024 4:10,3,1/9/2024 8:00,1/9/2024 8:15,56,65,Terminal 2,G21,Delayed
350959,1/8/2024,Delta,AM324,DFW,CDG,1/9/2024 5:00,1/9/2024 5:10,39,1/9/2024 9:00,1/9/2024 9:15,89,52,Terminal 5,G16,Delayed
369570,1/9/2024,Delta,DE225,ORD,LHR,1/9/2024 6:00,1/9/2024 6:10,39,1/9/2024 10:00,1/9/2024 10:15,159,287,Terminal 2,G25,Cancelled
201540,1/9/2024,United Airlines,LU565,ATL,CDG,1/9/2024 7:00,1/9/2024 7:10,77,1/9/2024 11:00,1/9/2024 11:15,76,380,Terminal 3,G19,Cancelled
952221,1/9/2024,Lufthansa,UN945,ORD,DXB,1/9/2024 8:00,1/9/2024 8:10,86,1/9/2024 12:00,1/9/2024 12:15,56,199,Terminal 5,G40,Delayed
905762,1/9/2024,Lufthansa,LU445,ORD,CDG,1/9/2024 9:00,1/9/2024 9:10,12,1/9/2024 13:00,1/9/2024 13:15,119,222,Terminal 5,G37,Cancelled
524688,1/9/2024,United Airlines,EM740,JFK,LHR,1/9/2024 10:00,1/9/2024 10:10,55,1/9/2024 14:00,1/9/2024 14:15,9,395,Terminal 5,G26,Cancelled
110096,1/9/2024,American Airlines,LU766,ORD,HND,1/9/2024 11:00,1/9/2024 11:10,36,1/9/2024 15:00,1/9/2024 15:15,41,280,Terminal 3,G7,On Time
726292,1/9/2024,Lufthansa,LU351,ORD,CDG,1/9/2024 12:00,1/9/2024 12:10,56,1/9/2024 16:00,1/9/2024 16:15,56,300,Terminal 2,G46,On Time
818651,1/9/2024,Delta,AM326,ATL,SYD,1/9/2024 13:00,1/9/2024 13:10,68,1/9/2024 17:00,1/9/2024 17:15,91,290,Terminal 1,G4,Cancelled
744368,1/9/2024,Emirates,UN844,ORD,DXB,1/9/2024 14:00,1/9/2024 14:10,3,1/9/2024 18:00,1/9/2024 18:15,56,198,Terminal 2,G32,On Time
125782,1/9/2024,American Airlines,AM497,LAX,SYD,1/9/2024 15:00,1/9/2024 15:10,58,1/9/2024 19:00,1/9/2024 19:15,0,112,Terminal 1,G32,Delayed
704821,1/9/2024,United Airlines,UN414,LAX,LHR,1/9/2024 16:00,1/9/2024 16:10,91,1/9/2024 20:00,1/9/2024 20:15,56,381,Terminal 1,G47,Delayed
586579,1/9/2024,United Airlines,DE400,ATL,DXB,1/9/2024 17:00,1/9/2024 17:10,26,1/9/2024 21:00,1/9/2024 21:15,99,200,Terminal 5,G37,On Time
464376,1/9/2024,Emirates,AM414,ATL,HND,1/9/2024 18:00,1/9/2024 18:10,10,1/9/2024 22:00,1/9/2024 22:15,22,265,Terminal 3,G39,On Time
612822,1/9/2024,American Airlines,EM502,DFW,CDG,1/9/2024 19:00,1/9/2024 19:10,56,1/9/2024 23:00,1/9/2024 23:15,118,227,Terminal 5,G41,Cancelled
838505,1/9/2024,United Airlines,AM279,DFW,CDG,1/9/2024 20:00,1/9/2024 20:10,49,1/10/2024 0:00,1/10/2024 0:15,56,101,Terminal 1,G29,On Time
645527,1/9/2024,Lufthansa,UN123,LAX,DXB,1/9/2024 21:00,1/9/2024 21:10,49,1/10/2024 1:00,1/10/2024 1:15,163,306,Terminal 3,G30,Delayed
660745,1/9/2024,Delta,LU370,ORD,HND,1/9/2024 22:00,1/9/2024 22:10,67,1/10/2024 2:00,1/10/2024 2:15,163,157,Terminal 1,G10,On Time
945822,1/9/2024,Emirates,UN758,ORD,HND,1/9/2024 23:00,1/9/2024 23:10,86,1/10/2024 3:00,1/10/2024 3:15,56,99,Terminal 1,G10,On Time
935533,1/9/2024,United Airlines,DE421,JFK,DXB,1/10/2024 0:00,1/10/2024 0:10,56,1/10/2024 4:00,1/10/2024 4:15,78,255,Terminal 2,G11,Delayed
470720,1/9/2024,American Airlines,AM624,ORD,DXB,1/10/2024 1:00,1/10/2024 1:10,35,1/10/2024 5:00,1/10/2024 5:15,-2,175,Terminal 3,G10,Delayed
219297,1/9/2024,Emirates,UN897,DFW,LHR,1/10/2024 2:00,1/10/2024 2:10,31,1/10/2024 6:00,1/10/2024 6:15,179,152,Terminal 1,G45,Delayed
520006,1/9/2024,Emirates,DE450,DFW,DXB,1/10/2024 3:00,1/10/2024 3:10,91,1/10/2024 7:00,1/10/2024 7:15,176,139,Terminal 4,G28,Cancelled
517947,1/9/2024,American Airlines,UN476,LAX,DXB,1/10/2024 4:00,1/10/2024 4:10,91,1/10/2024 8:00,1/10/2024 8:15,180,237,Terminal 1,G20,Delayed
188465,1/9/2024,Delta,DE729,LAX,HND,1/10/2024 5:00,1/10/2024 5:10,103,1/10/2024 9:00,1/10/2024 9:15,146,163,Terminal 2,G25,Cancelled
689831,1/10/2024,American Airlines,EM265,ATL,HND,1/10/2024 6:00,1/10/2024 6:10,56,1/10/2024 10:00,1/10/2024 10:15,13,174,Terminal 4,G47,Cancelled
119373,1/10/2024,United Airlines,UN756,JFK,SYD,1/10/2024 7:00,1/10/2024 7:10,110,1/10/2024 11:00,1/10/2024 11:15,111,271,Terminal 3,G44,On Time
622906,1/10/2024,United Airlines,DE546,DFW,SYD,1/10/2024 8:00,1/10/2024 8:10,29,1/10/2024 12:00,1/10/2024 12:15,56,150,Terminal 2,G6,Cancelled
515490,1/10/2024,Lufthansa,UN336,LAX,HND,1/10/2024 9:00,1/10/2024 9:10,56,1/10/2024 13:00,1/10/2024 13:15,56,70,Terminal 2,G49,Cancelled
373396,1/10/2024,American Airlines,LU256,LAX,DXB,1/10/2024 10:00,1/10/2024 10:10,41,1/10/2024 14:00,1/10/2024 14:15,56,220,Terminal 4,G21,Delayed
427606,1/10/2024,United Airlines,EM556,ORD,CDG,1/10/2024 11:00,1/10/2024 11:10,41,1/10/2024 15:00,1/10/2024 15:15,175,283,Terminal 2,G16,On Time
378775,1/10/2024,Emirates,LU283,DFW,DXB,1/10/2024 12:00,1/10/2024 12:10,21,1/10/2024 16:00,1/10/2024 16:15,153,230,Terminal 2,G16,Delayed
728331,1/10/2024,Emirates,DE126,LAX,CDG,1/10/2024 13:00,1/10/2024 13:10,81,1/10/2024 17:00,1/10/2024 17:15,130,287,Terminal 1,G3,Delayed
150306,1/10/2024,Emirates,UN602,ORD,HND,1/10/2024 14:00,1/10/2024 14:10,40,1/10/2024 18:00,1/10/2024 18:15,112,308,Terminal 2,G1,On Time
394331,1/10/2024,American Airlines,AM578,JFK,CDG,1/10/2024 15:00,1/10/2024 15:10,29,1/10/2024 19:00,1/10/2024 19:15,136,244,Terminal 3,G10,Cancelled
334236,1/10/2024,Emirates,EM225,ATL,HND,1/10/2024 16:00,1/10/2024 16:10,56,1/10/2024 20:00,1/10/2024 20:15,173,256,Terminal 2,G32,Cancelled
922164,1/10/2024,Delta,DE952,DFW,HND,1/10/2024 17:00,1/10/2024 17:10,56,1/10/2024 21:00,1/10/2024 21:15,50,78,Terminal 3,G1,On Time
718639,1/10/2024,American Airlines,EM696,LAX,LHR,1/10/2024 18:00,1/10/2024 18:10,-3,1/10/2024 22:00,1/10/2024 22:15,22,282,Terminal 1,G9,Delayed
402964,1/10/2024,United Airlines,DE458,ORD,HND,1/10/2024 19:00,1/10/2024 19:10,110,1/10/2024 23:00,1/10/2024 23:15,141,79,Terminal 3,G30,On Time
881038,1/10/2024,Emirates,LU990,ORD,SYD,1/10/2024 20:00,1/10/2024 20:10,6,1/11/2024 0:00,1/11/2024 0:15,109,145,Terminal 4,G50,Cancelled
804007,1/10/2024,United Airlines,UN621,DFW,SYD,1/10/2024 21:00,1/10/2024 21:10,18,1/11/2024 1:00,1/11/2024 1:15,38,222,Terminal 1,G24,Delayed
840390,1/10/2024,Delta,DE482,ORD,SYD,1/10/2024 22:00,1/10/2024 22:10,113,1/11/2024 2:00,1/11/2024 2:15,100,61,Terminal 5,G48,Cancelled
518045,1/10/2024,Emirates,EM444,ORD,DXB,1/10/2024 23:00,1/10/2024 23:10,36,1/11/2024 3:00,1/11/2024 3:15,16,283,Terminal 5,G4,On Time
852376,1/10/2024,Lufthansa,DE665,DFW,HND,1/11/2024 0:00,1/11/2024 0:10,-1,1/11/2024 4:00,1/11/2024 4:15,56,245,Terminal 4,G31,Cancelled
178530,1/10/2024,United Airlines,EM707,JFK,CDG,1/11/2024 1:00,1/11/2024 1:10,65,1/11/2024 5:00,1/11/2024 5:15,158,268,Terminal 4,G27,Delayed
555260,1/10/2024,United Airlines,EM835,DFW,HND,1/11/2024 2:00,1/11/2024 2:10,36,1/11/2024 6:00,1/11/2024 6:15,161,268,Terminal 2,G40,On Time
778277,1/10/2024,Lufthansa,EM271,JFK,SYD,1/11/2024 3:00,1/11/2024 3:10,85,1/11/2024 7:00,1/11/2024 7:15,115,72,Terminal 1,G31,On Time
248174,1/10/2024,United Airlines,UN534,ORD,HND,1/11/2024 4:00,1/11/2024 4:10,10,1/11/2024 8:00,1/11/2024 8:15,-5,247,Terminal 4,G49,On Time
231216,1/10/2024,United Airlines,EM352,DFW,DXB,1/11/2024 5:00,1/11/2024 5:10,108,1/11/2024 9:00,1/11/2024 9:15,113,344,Terminal 4,G45,Cancelled
822953,1/11/2024,United Airlines,EM243,ATL,DXB,1/11/2024 6:00,1/11/2024 6:10,56,1/11/2024 10:00,1/11/2024 10:15,56,378,Terminal 5,G28,Delayed
277106,1/11/2024,Delta,AM198,ORD,CDG,1/11/2024 7:00,1/11/2024 7:10,56,1/11/2024 11:00,1/11/2024 11:15,28,394,Terminal 3,G45,On Time
588886,1/11/2024,United Airlines,LU303,ATL,CDG,1/11/2024 8:00,1/11/2024 8:10,42,1/11/2024 12:00,1/11/2024 12:15,167,232,Terminal 2,G37,Cancelled
823326,1/11/2024,Lufthansa,AM664,LAX,DXB,1/11/2024 9:00,1/11/2024 9:10,92,1/11/2024 13:00,1/11/2024 13:15,96,59,Terminal 5,G16,On Time
980871,1/11/2024,Lufthansa,EM244,JFK,SYD,1/11/2024 10:00,1/11/2024 10:10,-5,1/11/2024 14:00,1/11/2024 14:15,13,313,Terminal 2,G35,On Time
565473,1/11/2024,American Airlines,EM895,JFK,SYD,1/11/2024 11:00,1/11/2024 11:10,104,1/11/2024 15:00,1/11/2024 15:15,91,234,Terminal 1,G45,Cancelled
238657,1/11/2024,Emirates,UN591,JFK,DXB,1/11/2024 12:00,1/11/2024 12:10,95,1/11/2024 16:00,1/11/2024 16:15,56,125,Terminal 1,G3,On Time
552489,1/11/2024,American Airlines,AM680,LAX,SYD,1/11/2024 13:00,1/11/2024 13:10,43,1/11/2024 17:00,1/11/2024 17:15,81,268,Terminal 1,G21,Delayed
209738,1/11/2024,Lufthansa,UN161,LAX,SYD,1/11/2024 14:00,1/11/2024 14:10,-2,1/11/2024 18:00,1/11/2024 18:15,111,91,Terminal 4,G7,Delayed
119560,1/11/2024,American Airlines,AM123,ORD,DXB,1/11/2024 15:00,1/11/2024 15:10,82,1/11/2024 19:00,1/11/2024 19:15,56,74,Terminal 2,G17,On Time
457016,1/11/2024,Emirates,AM732,ATL,HND,1/11/2024 16:00,1/11/2024 16:10,111,1/11/2024 20:00,1/11/2024 20:15,0,265,Terminal 4,G23,On Time
381613,1/11/2024,Lufthansa,DE758,JFK,SYD,1/11/2024 17:00,1/11/2024 17:10,70,1/11/2024 21:00,1/11/2024 21:15,56,312,Terminal 3,G16,Delayed
918437,1/11/2024,Lufthansa,LU276,DFW,LHR,1/11/2024 18:00,1/11/2024 18:10,22,1/11/2024 22:00,1/11/2024 22:15,30,365,Terminal 5,G36,On Time
779667,1/11/2024,Delta,LU421,LAX,LHR,1/11/2024 19:00,1/11/2024 19:10,99,1/11/2024 23:00,1/11/2024 23:15,56,259,Terminal 2,G25,On Time
930062,1/11/2024,Delta,DE769,ORD,SYD,1/11/2024 20:00,1/11/2024 20:10,56,1/12/2024 0:00,1/12/2024 0:15,56,240,Terminal 1,G42,Delayed
998843,1/11/2024,Emirates,AM836,JFK,LHR,1/11/2024 21:00,1/11/2024 21:10,28,1/12/2024 1:00,1/12/2024 1:15,138,227,Terminal 3,G39,Cancelled
139429,1/11/2024,Lufthansa,EM249,ATL,SYD,1/11/2024 22:00,1/11/2024 22:10,66,1/12/2024 2:00,1/12/2024 2:15,152,157,Terminal 1,G44,Delayed
277600,1/11/2024,United Airlines,DE419,ORD,CDG,1/11/2024 23:00,1/11/2024 23:10,103,1/12/2024 3:00,1/12/2024 3:15,56,119,Terminal 4,G1,Delayed
859347,1/11/2024,Lufthansa,EM961,JFK,DXB,1/12/2024 0:00,1/12/2024 0:10,120,1/12/2024 4:00,1/12/2024 4:15,56,247,Terminal 3,G8,On Time
500099,1/11/2024,American Airlines,LU628,DFW,CDG,1/12/2024 1:00,1/12/2024 1:10,41,1/12/2024 5:00,1/12/2024 5:15,26,180,Terminal 1,G28,Delayed
120266,1/11/2024,Lufthansa,DE350,LAX,HND,1/12/2024 2:00,1/12/2024 2:10,41,1/12/2024 6:00,1/12/2024 6:15,14,304,Terminal 4,G34,Delayed
881887,1/11/2024,United Airlines,DE397,DFW,CDG,1/12/2024 3:00,1/12/2024 3:10,15,1/12/2024 7:00,1/12/2024 7:15,134,188,Terminal 5,G5,Delayed
990575,1/11/2024,Delta,EM880,JFK,CDG,1/12/2024 4:00,1/12/2024 4:10,89,1/12/2024 8:00,1/12/2024 8:15,91,104,Terminal 4,G10,Cancelled
288827,1/11/2024,Emirates,LU240,LAX,DXB,1/12/2024 5:00,1/12/2024 5:10,56,1/12/2024 9:00,1/12/2024 9:15,63,382,Terminal 2,G49,On Time
648638,1/12/2024,Lufthansa,EM332,LAX,HND,1/12/2024 6:00,1/12/2024 6:10,74,1/12/2024 10:00,1/12/2024 10:15,23,182,Terminal 1,G3,Delayed
781249,1/12/2024,Delta,DE323,ORD,CDG,1/12/2024 7:00,1/12/2024 7:10,108,1/12/2024 11:00,1/12/2024 11:15,56,82,Terminal 2,G32,On Time
416957,1/12/2024,Lufthansa,DE241,JFK,CDG,1/12/2024 8:00,1/12/2024 8:10,56,1/12/2024 12:00,1/12/2024 12:15,113,142,Terminal 2,G22,Cancelled
992784,1/12/2024,American Airlines,EM970,ATL,LHR,1/12/2024 9:00,1/12/2024 9:10,79,1/12/2024 13:00,1/12/2024 13:15,127,394,Terminal 3,G1,On Time
933829,1/12/2024,Delta,DE324,LAX,SYD,1/12/2024 10:00,1/12/2024 10:10,56,1/12/2024 14:00,1/12/2024 14:15,11,189,Terminal 1,G4,On Time
532295,1/12/2024,Lufthansa,DE115,JFK,HND,1/12/2024 11:00,1/12/2024 11:10,67,1/12/2024 15:00,1/12/2024 15:15,56,57,Terminal 3,G2,Cancelled
472979,1/12/2024,American Airlines,DE215,LAX,HND,1/12/2024 12:00,1/12/2024 12:10,109,1/12/2024 16:00,1/12/2024 16:15,67,395,Terminal 5,G26,Cancelled
856055,1/12/2024,Lufthansa,AM167,ORD,HND,1/12/2024 13:00,1/12/2024 13:10,-2,1/12/2024 17:00,1/12/2024 17:15,15,183,Terminal 4,G40,On Time
447174,1/12/2024,Lufthansa,EM534,ATL,CDG,1/12/2024 14:00,1/12/2024 14:10,-3,1/12/2024 18:00,1/12/2024 18:15,56,150,Terminal 1,G50,Delayed
713128,1/12/2024,Delta,EM952,ORD,HND,1/12/2024 15:00,1/12/2024 15:10,77,1/12/2024 19:00,1/12/2024 19:15,103,341,Terminal 5,G40,Delayed
249018,1/12/2024,American Airlines,EM289,LAX,DXB,1/12/2024 16:00,1/12/2024 16:10,56,1/12/2024 20:00,1/12/2024 20:15,40,273,Terminal 4,G44,On Time
195440,1/12/2024,United Airlines,DE388,ORD,HND,1/12/2024 17:00,1/12/2024 17:10,-3,1/12/2024 21:00,1/12/2024 21:15,33,316,Terminal 3,G6,Cancelled
841647,1/12/2024,Lufthansa,AM576,DFW,CDG,1/12/2024 18:00,1/12/2024 18:10,56,1/12/2024 22:00,1/12/2024 22:15,140,195,Terminal 1,G23,Cancelled
656166,1/12/2024,American Airlines,LU614,LAX,HND,1/12/2024 19:00,1/12/2024 19:10,40,1/12/2024 23:00,1/12/2024 23:15,29,313,Terminal 5,G24,Delayed
716302,1/12/2024,Delta,DE968,DFW,SYD,1/12/2024 20:00,1/12/2024 20:10,79,1/13/2024 0:00,1/13/2024 0:15,146,157,Terminal 4,G34,Cancelled
432465,1/12/2024,Emirates,EM443,LAX,DXB,1/12/2024 21:00,1/12/2024 21:10,56,1/13/2024 1:00,1/13/2024 1:15,124,212,Terminal 4,G23,On Time
501667,1/12/2024,Delta,UN241,LAX,LHR,1/12/2024 22:00,1/12/2024 22:10,92,1/13/2024 2:00,1/13/2024 2:15,26,348,Terminal 2,G37,On Time
667205,1/12/2024,American Airlines,AM589,ORD,HND,1/12/2024 23:00,1/12/2024 23:10,41,1/13/2024 3:00,1/13/2024 3:15,32,248,Terminal 4,G15,Delayed
631777,1/12/2024,Delta,LU124,DFW,HND,1/13/2024 0:00,1/13/2024 0:10,85,1/13/2024 4:00,1/13/2024 4:15,56,75,Terminal 1,G38,Cancelled
947565,1/12/2024,United Airlines,AM537,DFW,SYD,1/13/2024 1:00,1/13/2024 1:10,69,1/13/2024 5:00,1/13/2024 5:15,119,53,Terminal 3,G43,Cancelled
520173,1/12/2024,Delta,DE858,ATL,DXB,1/13/2024 2:00,1/13/2024 2:10,56,1/13/2024 6:00,1/13/2024 6:15,56,52,Terminal 3,G11,Delayed
362327,1/12/2024,Lufthansa,EM676,DFW,HND,1/13/2024 3:00,1/13/2024 3:10,55,1/13/2024 7:00,1/13/2024 7:15,78,84,Terminal 4,G10,Cancelled
755109,1/12/2024,Lufthansa,LU509,ATL,CDG,1/13/2024 4:00,1/13/2024 4:10,28,1/13/2024 8:00,1/13/2024 8:15,72,332,Terminal 1,G17,Cancelled
704117,1/12/2024,Lufthansa,UN766,ATL,CDG,1/13/2024 5:00,1/13/2024 5:10,107,1/13/2024 9:00,1/13/2024 9:15,147,387,Terminal 4,G17,Delayed
327769,1/13/2024,Delta,LU727,LAX,CDG,1/13/2024 6:00,1/13/2024 6:10,56,1/13/2024 10:00,1/13/2024 10:15,78,129,Terminal 3,G21,Cancelled
991091,1/13/2024,Lufthansa,UN853,ORD,LHR,1/13/2024 7:00,1/13/2024 7:10,76,1/13/2024 11:00,1/13/2024 11:15,56,53,Terminal 5,G23,On Time
301300,1/13/2024,American Airlines,UN560,ORD,SYD,1/13/2024 8:00,1/13/2024 8:10,20,1/13/2024 12:00,1/13/2024 12:15,56,312,Terminal 4,G28,On Time
801157,1/13/2024,Emirates,AM459,LAX,HND,1/13/2024 9:00,1/13/2024 9:10,40,1/13/2024 13:00,1/13/2024 13:15,35,299,Terminal 5,G22,On Time
713407,1/13/2024,Lufthansa,LU787,DFW,DXB,1/13/2024 10:00,1/13/2024 10:10,60,1/13/2024 14:00,1/13/2024 14:15,16,104,Terminal 4,G12,Cancelled
571637,1/13/2024,United Airlines,UN546,LAX,HND,1/13/2024 11:00,1/13/2024 11:10,29,1/13/2024 15:00,1/13/2024 15:15,164,248,Terminal 2,G14,Cancelled
387759,1/13/2024,United Airlines,EM179,LAX,CDG,1/13/2024 12:00,1/13/2024 12:10,5,1/13/2024 16:00,1/13/2024 16:15,31,373,Terminal 2,G12,Delayed
469389,1/13/2024,United Airlines,DE316,ORD,DXB,1/13/2024 13:00,1/13/2024 13:10,64,1/13/2024 17:00,1/13/2024 17:15,62,160,Terminal 4,G9,Cancelled
299431,1/13/2024,United Airlines,EM115,DFW,LHR,1/13/2024 14:00,1/13/2024 14:10,108,1/13/2024 18:00,1/13/2024 18:15,7,321,Terminal 5,G7,Cancelled
